University_Name,Region,Academic_Year,Course_Name,Degree_Level,Subject_Area,Applications_Received,Offers_Made,Students_Admitted,Acceptance_Rate,Enrolment_Rate,Employment_After_6_Months_prcntge,Further_Study_Rate_prcntge,Unemployment_Rate_prcntge,Avg_Salary_GBP,Top_Job_Sector,Student_Population,International_Students_prcntge,Male_Female_Ratio,Student_Satisfaction_Score
Imperial College London,Yorkshire and the Humber,2018-2019,Law (Undergraduate),Undergraduate,Law,1479,801,502,0.54,0.63,62.37,17.54,20.09,39550,IT,39673,5.82,0.93,65.24
Imperial College London,Yorkshire and the Humber,2019-2020,Law (Postgraduate),Postgraduate,Law,4221,3252,2748,0.77,0.85,88.2,8.48,3.32,29329,Education,13316,38.52,0.8,75.93
Imperial College London,Yorkshire and the Humber,2020-2021,Law (Postgraduate),Postgraduate,Law,1027,786,620,0.77,0.79,88.96,11.28,-0.24,34283,Arts,27011,28.27,1.04,93.25
Imperial College London,Yorkshire and the Humber,2021-2022,Law (Postgraduate),Postgraduate,Law,4510,3848,2881,0.85,0.75,92.49,13.03,-5.52,34619,Education,15348,12.06,1.19,63.12
Imperial College London,Yorkshire and the Humber,2022-2023,Law (Postgraduate),Postgraduate,Law,1171,845,616,0.72,0.73,61.72,18.81,19.47,34528,Healthcare,11239,29.41,0.8,89.02
Imperial College London,Yorkshire and the Humber,2018-2019,Economics (Postgraduate),Postgraduate,Economics,2531,2218,1475,0.88,0.67,78.73,13.14,8.13,31643,Arts,11917,11.41,0.93,88.33
Imperial College London,Yorkshire and the Humber,2019-2020,Economics (Postgraduate),Postgraduate,Economics,2590,1714,1270,0.66,0.74,62.72,15.97,21.31,40284,Engineering,16429,15.71,0.71,92.36
Imperial College London,Yorkshire and the Humber,2020-2021,Economics (Undergraduate),Undergraduate,Economics,1466,892,543,0.61,0.61,93.56,12.78,-6.34,28841,Arts,16238,14.04,1.21,74.12
Imperial College London,Yorkshire and the Humber,2021-2022,Economics (Postgraduate),Postgraduate,Economics,3614,2162,1366,0.6,0.63,64.24,12.51,23.25,25592,Legal,35501,16.55,1.1,61.06
Imperial College London,Yorkshire and the Humber,2022-2023,Economics (Postgraduate),Postgraduate,Economics,2900,2207,2079,0.76,0.94,94.77,18.84,-13.61,47628,Finance,18825,25.03,0.76,84.99
Imperial College London,Yorkshire and the Humber,2018-2019,Biological Sciences (Undergraduate),Undergraduate,Biological Sciences,316,168,125,0.53,0.74,76.77,17.66,5.57,41905,Legal,24412,25.71,1.12,86.83
Imperial College London,Yorkshire and the Humber,2019-2020,Biological Sciences (Undergraduate),Undergraduate,Biological Sciences,2814,1883,1528,0.67,0.81,67.56,11.38,21.06,45663,Healthcare,15434,33.48,1.06,94.2
Imperial College London,Yorkshire and the Humber,2020-2021,Biological Sciences (Postgraduate),Postgraduate,Biological Sciences,4235,2304,1461,0.54,0.63,92.26,6.3,1.44,41451,Healthcare,34192,26.22,1.01,75.37
Imperial College London,Yorkshire and the Humber,2021-2022,Biological Sciences (Undergraduate),Undergraduate,Biological Sciences,3191,2583,2390,0.81,0.93,85.87,15.01,-0.88,23515,Education,8142,31.53,1.17,89.47
Imperial College London,Yorkshire and the Humber,2022-2023,Biological Sciences (Postgraduate),Postgraduate,Biological Sciences,3927,2077,1426,0.53,0.69,93.42,18.68,-12.1,49654,Science,21867,31.1,1.14,61.97
Imperial College London,Yorkshire and the Humber,2018-2019,Education (Undergraduate),Undergraduate,Education,1744,963,770,0.55,0.8,68.87,7.93,23.2,29352,Legal,8293,30.71,0.93,87.34
Imperial College London,Yorkshire and the Humber,2019-2020,Education (Undergraduate),Undergraduate,Education,3424,2626,2214,0.77,0.84,80.9,6.41,12.69,36234,Finance,28242,20.85,0.76,83.95
Imperial College London,Yorkshire and the Humber,2020-2021,Education (Undergraduate),Undergraduate,Education,1681,1423,1313,0.85,0.92,83.12,7.22,9.66,28475,Legal,8032,11.04,0.82,61.81
Imperial College London,Yorkshire and the Humber,2021-2022,Education (Postgraduate),Postgraduate,Education,605,393,269,0.65,0.68,81.09,17.73,1.18,37264,Healthcare,9107,18.66,0.95,82.03
Imperial College London,Yorkshire and the Humber,2022-2023,Education (Postgraduate),Postgraduate,Education,1816,1334,1058,0.73,0.79,66.42,18.5,15.08,42409,Healthcare,11403,37.79,0.97,76.41
Imperial College London,Yorkshire and the Humber,2018-2019,History (Undergraduate),Undergraduate,History,2428,1414,1078,0.58,0.76,94.56,9.88,-4.44,33926,Arts,19757,33.46,1.02,66.39
Imperial College London,Yorkshire and the Humber,2019-2020,History (Postgraduate),Postgraduate,History,1465,1237,790,0.84,0.64,89.14,15.43,-4.57,43388,Legal,39815,18.9,0.99,84.93
Imperial College London,Yorkshire and the Humber,2020-2021,History (Undergraduate),Undergraduate,History,2581,2322,1631,0.9,0.7,72.21,16.92,10.87,48726,Legal,30555,18.1,1.25,61.59
Imperial College London,Yorkshire and the Humber,2021-2022,History (Undergraduate),Undergraduate,History,4954,3296,2344,0.67,0.71,86.35,9.51,4.14,45164,Education,33178,22.42,1.17,64.75
Imperial College London,Yorkshire and the Humber,2022-2023,History (Undergraduate),Undergraduate,History,3501,2963,1872,0.85,0.63,77.62,6.84,15.54,25138,Arts,25003,9.15,0.79,93.15
Imperial College London,Yorkshire and the Humber,2018-2019,Physics (Postgraduate),Postgraduate,Physics,2993,2318,1541,0.77,0.66,60.57,6.31,33.12,45677,Legal,14872,39.6,1.06,87.83
Imperial College London,Yorkshire and the Humber,2019-2020,Physics (Postgraduate),Postgraduate,Physics,4700,3469,3129,0.74,0.9,71.7,9.36,18.94,32859,Engineering,8046,29.33,0.92,92.53
Imperial College London,Yorkshire and the Humber,2020-2021,Physics (Postgraduate),Postgraduate,Physics,2471,1715,1096,0.69,0.64,87.25,16.9,-4.15,24810,Legal,25096,13.78,1.15,86.42
Imperial College London,Yorkshire and the Humber,2021-2022,Physics (Undergraduate),Undergraduate,Physics,4146,2289,1423,0.55,0.62,70.97,8.43,20.6,35739,Science,27196,12.31,0.95,70.61
Imperial College London,Yorkshire and the Humber,2022-2023,Physics (Postgraduate),Postgraduate,Physics,3849,3357,2229,0.87,0.66,74.64,17.68,7.68,29731,Science,11899,5.14,1.22,82.75
Imperial College London,Yorkshire and the Humber,2018-2019,Mathematics (Postgraduate),Postgraduate,Mathematics,2189,1764,1272,0.81,0.72,92.03,17.38,-9.41,42025,Arts,18825,35.92,1.28,72.94
Imperial College London,Yorkshire and the Humber,2019-2020,Mathematics (Postgraduate),Postgraduate,Mathematics,3350,2123,1447,0.63,0.68,65.17,10.69,24.14,36403,Legal,31924,19.95,1.01,72.78
Imperial College London,Yorkshire and the Humber,2020-2021,Mathematics (Undergraduate),Undergraduate,Mathematics,2359,1935,1433,0.82,0.74,85.93,17.56,-3.49,26503,Legal,15995,8.15,1.19,77.24
Imperial College London,Yorkshire and the Humber,2021-2022,Mathematics (Undergraduate),Undergraduate,Mathematics,1605,1367,882,0.85,0.65,62.81,19.48,17.71,32967,Education,26102,8.78,0.94,62.24
Imperial College London,Yorkshire and the Humber,2022-2023,Mathematics (Undergraduate),Undergraduate,Mathematics,2505,2066,1834,0.82,0.89,84.22,19.11,-3.33,33228,Engineering,29064,29.73,0.79,75.46
University College London,North West,2018-2019,Computer Science (Undergraduate),Undergraduate,Computer Science,4721,4161,2703,0.88,0.65,66.29,19.87,13.84,26461,Finance,33088,35.29,0.77,88.75
University College London,North West,2019-2020,Computer Science (Postgraduate),Postgraduate,Computer Science,4263,2590,2071,0.61,0.8,81.8,7.78,10.42,44638,IT,20563,13.19,1.26,75.27
University College London,North West,2020-2021,Computer Science (Undergraduate),Undergraduate,Computer Science,1635,865,767,0.53,0.89,64.81,18.45,16.74,45466,Engineering,37700,39.08,0.8,91.72
University College London,North West,2021-2022,Computer Science (Undergraduate),Undergraduate,Computer Science,4999,4069,3830,0.81,0.94,78.13,8.03,13.84,25832,Arts,31210,10.93,0.84,72.05
University College London,North West,2022-2023,Computer Science (Undergraduate),Undergraduate,Computer Science,529,468,329,0.88,0.7,94.04,14.98,-9.02,42157,Legal,12626,22.36,1.29,83.86
University College London,North West,2018-2019,Business and Management (Undergraduate),Undergraduate,Business and Management,661,379,304,0.57,0.8,89.76,9.25,0.99,23757,Healthcare,22604,25.85,1.09,94.17
University College London,North West,2019-2020,Business and Management (Postgraduate),Postgraduate,Business and Management,2272,2003,1740,0.88,0.87,77.85,11.44,10.71,26000,Education,13832,34.57,0.82,83.08
University College London,North West,2020-2021,Business and Management (Postgraduate),Postgraduate,Business and Management,1730,1343,1210,0.78,0.9,90.27,13.41,-3.68,39912,Legal,19684,20.21,0.75,61.96
University College London,North West,2021-2022,Business and Management (Postgraduate),Postgraduate,Business and Management,3678,1883,1661,0.51,0.88,83.24,8.12,8.64,47748,Legal,28763,33.84,1.1,84.06
University College London,North West,2022-2023,Business and Management (Postgraduate),Postgraduate,Business and Management,2160,1341,1247,0.62,0.93,71.74,5.24,23.02,29542,Education,33833,12.95,1.01,78.51
University College London,North West,2018-2019,Mechanical Engineering (Undergraduate),Undergraduate,Mechanical Engineering,3463,2654,2249,0.77,0.85,86.66,7.59,5.75,39615,Finance,24439,28.96,0.71,92.96
University College London,North West,2019-2020,Mechanical Engineering (Undergraduate),Undergraduate,Mechanical Engineering,748,572,523,0.76,0.91,80.46,11.68,7.86,46060,Healthcare,10584,26.64,0.77,78.56
University College London,North West,2020-2021,Mechanical Engineering (Undergraduate),Undergraduate,Mechanical Engineering,676,474,301,0.7,0.64,65.94,16.44,17.62,25942,Engineering,39511,12.84,0.81,86.32
University College London,North West,2021-2022,Mechanical Engineering (Undergraduate),Undergraduate,Mechanical Engineering,2049,1627,1291,0.79,0.79,89.84,5.88,4.28,41020,Arts,19541,38.25,0.71,78.17
University College London,North West,2022-2023,Mechanical Engineering (Postgraduate),Postgraduate,Mechanical Engineering,3905,2655,2125,0.68,0.8,61.9,14.84,23.26,47416,Finance,36959,12.76,0.99,84.39
University College London,North West,2018-2019,Psychology (Undergraduate),Undergraduate,Psychology,4953,3302,2225,0.67,0.67,60.92,19.21,19.87,29425,Arts,9758,25.91,0.98,90.3
University College London,North West,2019-2020,Psychology (Postgraduate),Postgraduate,Psychology,1146,741,697,0.65,0.94,94.04,6.27,-0.31,44692,IT,37241,10.52,0.88,83.38
University College London,North West,2020-2021,Psychology (Undergraduate),Undergraduate,Psychology,4167,3449,2146,0.83,0.62,86.45,14.29,-0.74,39741,Science,28150,27.09,0.82,60.59
University College London,North West,2021-2022,Psychology (Postgraduate),Postgraduate,Psychology,4530,2749,1701,0.61,0.62,69.1,16.71,14.19,23178,Engineering,25131,28.15,1.07,78.23
University College London,North West,2022-2023,Psychology (Undergraduate),Undergraduate,Psychology,4138,3482,2345,0.84,0.67,73.22,12.29,14.49,34667,Arts,11152,24.49,0.76,61.93
University College London,North West,2018-2019,Medicine (Postgraduate),Postgraduate,Medicine,4989,3601,2179,0.72,0.61,76.64,19.07,4.29,49232,Healthcare,39368,10.48,0.94,93.43
University College London,North West,2019-2020,Medicine (Postgraduate),Postgraduate,Medicine,2557,1904,1173,0.74,0.62,89.81,11.41,-1.22,48000,Engineering,25408,8.79,0.96,60.03
University College London,North West,2020-2021,Medicine (Undergraduate),Undergraduate,Medicine,651,498,395,0.76,0.79,71.88,10.28,17.84,34190,Science,18896,25.01,1.02,75.26
University College London,North West,2021-2022,Medicine (Postgraduate),Postgraduate,Medicine,3155,1657,1108,0.53,0.67,69.6,9.66,20.74,43426,Finance,18609,7.16,0.83,81.25
University College London,North West,2022-2023,Medicine (Postgraduate),Postgraduate,Medicine,2709,1976,1626,0.73,0.82,68.84,5.77,25.39,49547,IT,15954,24.19,0.87,64.5
University College London,North West,2018-2019,Law (Undergraduate),Undergraduate,Law,648,536,365,0.83,0.68,87.56,16.87,-4.43,36334,Science,32394,33.74,1.2,71.6
University College London,North West,2019-2020,Law (Undergraduate),Undergraduate,Law,3807,2900,2348,0.76,0.81,72.88,19.07,8.05,32172,Arts,30687,33.65,1.07,84.83
University College London,North West,2020-2021,Law (Postgraduate),Postgraduate,Law,396,340,249,0.86,0.73,62.04,5.91,32.05,28643,Finance,34627,5.97,0.93,67.81
University College London,North West,2021-2022,Law (Postgraduate),Postgraduate,Law,3367,1867,1651,0.55,0.88,93.52,16.59,-10.11,49702,Healthcare,11091,15.65,1.05,88.07
University College London,North West,2022-2023,Law (Postgraduate),Postgraduate,Law,4191,3507,3054,0.84,0.87,79.78,5.83,14.39,29872,Engineering,23837,12.9,0.92,72.94
University College London,North West,2018-2019,Economics (Undergraduate),Undergraduate,Economics,2010,1181,1026,0.59,0.87,76.1,15.01,8.89,34387,Arts,23342,31.45,1.04,85.4
University College London,North West,2019-2020,Economics (Postgraduate),Postgraduate,Economics,970,739,652,0.76,0.88,66.77,14.64,18.59,27170,Engineering,26091,34.4,0.8,63.97
University College London,North West,2020-2021,Economics (Postgraduate),Postgraduate,Economics,4922,2937,1915,0.6,0.65,84.08,7.93,7.99,32351,Engineering,20977,24.73,1.01,62.22
University College London,North West,2021-2022,Economics (Postgraduate),Postgraduate,Economics,2779,1814,1416,0.65,0.78,87.36,6.31,6.33,30378,Science,18489,33.82,0.85,88.7
University College London,North West,2022-2023,Economics (Undergraduate),Undergraduate,Economics,723,424,294,0.59,0.69,88.77,18.6,-7.37,41929,IT,20995,18.42,0.94,93.28
University College London,North West,2018-2019,Biological Sciences (Undergraduate),Undergraduate,Biological Sciences,2611,2282,1507,0.87,0.66,78.25,16.94,4.81,47794,Healthcare,21775,17.67,0.71,78.97
University College London,North West,2019-2020,Biological Sciences (Postgraduate),Postgraduate,Biological Sciences,2978,1611,1053,0.54,0.65,84.81,13.88,1.31,36847,Legal,21040,32.07,0.72,65.31
University College London,North West,2020-2021,Biological Sciences (Postgraduate),Postgraduate,Biological Sciences,4332,3877,3018,0.89,0.78,61.91,10.88,27.21,41574,Arts,27141,10.26,1.05,64.7
University College London,North West,2021-2022,Biological Sciences (Undergraduate),Undergraduate,Biological Sciences,3973,2402,2071,0.6,0.86,61.22,11.87,26.91,32492,Engineering,31586,12.73,0.85,67.81
University College London,North West,2022-2023,Biological Sciences (Undergraduate),Undergraduate,Biological Sciences,1975,1098,737,0.56,0.67,79.17,5.87,14.96,44926,Engineering,11091,15.62,1.27,92.61
University College London,North West,2018-2019,Education (Postgraduate),Postgraduate,Education,4036,2982,2377,0.74,0.8,85.44,9.13,5.43,42466,IT,33282,13.83,0.79,81.11
University College London,North West,2019-2020,Education (Postgraduate),Postgraduate,Education,3996,3471,2296,0.87,0.66,91.07,18.08,-9.15,49161,Arts,23904,14.13,0.85,71.36
University College London,North West,2020-2021,Education (Undergraduate),Undergraduate,Education,3460,2421,1597,0.7,0.66,70.74,15.1,14.16,28184,Arts,12992,10.39,0.76,64.88
University College London,North West,2021-2022,Education (Undergraduate),Undergraduate,Education,2527,2165,1703,0.86,0.79,80.15,14.71,5.14,48049,Engineering,28620,8.35,1.12,62.29
University College London,North West,2022-2023,Education (Postgraduate),Postgraduate,Education,4981,4050,2869,0.81,0.71,61.62,19.04,19.34,28711,Legal,31903,16.25,1.17,92.91
University College London,North West,2018-2019,History (Postgraduate),Postgraduate,History,2544,1803,1161,0.71,0.64,73.74,16.58,9.68,44708,Healthcare,13060,33.89,0.77,76.58
University College London,North West,2019-2020,History (Undergraduate),Undergraduate,History,2941,1578,995,0.54,0.63,82.82,18.33,-1.15,38709,Science,34455,12.17,0.78,85.23
University College London,North West,2020-2021,History (Undergraduate),Undergraduate,History,2641,1945,1834,0.74,0.94,86.76,6.9,6.34,23237,Legal,30493,34.13,0.74,64.47
University College London,North West,2021-2022,History (Postgraduate),Postgraduate,History,1035,624,379,0.6,0.61,65.07,16.26,18.67,35239,Legal,36037,28.58,1.06,70.98
University College London,North West,2022-2023,History (Undergraduate),Undergraduate,History,4313,3557,2976,0.82,0.84,73.72,9.83,16.45,38844,Engineering,15105,9.41,1.2,78.67
University College London,North West,2018-2019,Physics (Undergraduate),Undergraduate,Physics,2302,1668,1325,0.72,0.79,62.08,15.18,22.74,31897,Healthcare,26372,22.83,0.91,68.53
University College London,North West,2019-2020,Physics (Postgraduate),Postgraduate,Physics,3266,1949,1823,0.6,0.94,75.63,9.48,14.89,40968,IT,14695,7.97,1.11,82.44
University College London,North West,2020-2021,Physics (Undergraduate),Undergraduate,Physics,3057,2646,2456,0.87,0.93,83.68,6.68,9.64,25250,Healthcare,11252,25.25,1.16,85.08
University College London,North West,2021-2022,Physics (Undergraduate),Undergraduate,Physics,751,648,526,0.86,0.81,92.02,9.83,-1.85,28687,Legal,35964,27.99,0.93,85.82
University College London,North West,2022-2023,Physics (Undergraduate),Undergraduate,Physics,415,347,241,0.84,0.69,72.49,12.35,15.16,37697,IT,18914,31.74,1.1,74.71
University College London,North West,2018-2019,Mathematics (Postgraduate),Postgraduate,Mathematics,3916,3125,2147,0.8,0.69,61.52,14.87,23.61,30622,Education,16639,14.06,1.24,79.56
University College London,North West,2019-2020,Mathematics (Postgraduate),Postgraduate,Mathematics,979,835,695,0.85,0.83,80.69,6.93,12.38,45520,Education,23102,20.14,1.04,79.9
University College London,North West,2020-2021,Mathematics (Undergraduate),Undergraduate,Mathematics,2676,1832,1195,0.68,0.65,73.35,11.04,15.61,36746,Healthcare,39243,21.85,1.05,60.52
University College London,North West,2021-2022,Mathematics (Undergraduate),Undergraduate,Mathematics,3975,2641,1700,0.66,0.64,70.01,13.49,16.5,27324,IT,28004,21.57,1.26,92.45
University College London,North West,2022-2023,Mathematics (Undergraduate),Undergraduate,Mathematics,1265,644,408,0.51,0.63,82.56,17.2,0.24,33709,Healthcare,32615,23.78,1.2,76.15
University of Edinburgh,South East,2018-2019,Computer Science (Undergraduate),Undergraduate,Computer Science,3012,2561,2372,0.85,0.93,87.23,10.23,2.54,29350,Healthcare,27670,26.53,1.21,87.93
University of Edinburgh,South East,2019-2020,Computer Science (Postgraduate),Postgraduate,Computer Science,1726,1538,1041,0.89,0.68,68.62,17.28,14.1,36597,Education,20587,25,0.72,69.07
University of Edinburgh,South East,2020-2021,Computer Science (Postgraduate),Postgraduate,Computer Science,4767,3609,2543,0.76,0.7,90.26,5.69,4.05,47701,Education,35810,24.14,1.06,82.41
University of Edinburgh,South East,2021-2022,Computer Science (Undergraduate),Undergraduate,Computer Science,2121,1847,1158,0.87,0.63,82.93,14.52,2.55,33704,Education,30160,33.23,0.73,86.41
University of Edinburgh,South East,2022-2023,Computer Science (Undergraduate),Undergraduate,Computer Science,3038,2027,1852,0.67,0.91,71.2,11.96,16.84,36311,IT,37336,14.44,0.98,73.96
University of Edinburgh,South East,2018-2019,Business and Management (Undergraduate),Undergraduate,Business and Management,3678,3218,2360,0.87,0.73,80.8,13.05,6.15,23751,Education,12065,35.65,1.12,92.94
University of Edinburgh,South East,2019-2020,Business and Management (Undergraduate),Undergraduate,Business and Management,3620,2332,1872,0.64,0.8,62.91,15.92,21.17,48119,Legal,13190,38.83,1.1,78.67
University of Edinburgh,South East,2020-2021,Business and Management (Undergraduate),Undergraduate,Business and Management,408,363,252,0.89,0.69,61.95,17.17,20.88,27812,Arts,27703,20.92,1.2,71.62
University of Edinburgh,South East,2021-2022,Business and Management (Undergraduate),Undergraduate,Business and Management,3655,1987,1245,0.54,0.63,63.33,16.41,20.26,31747,IT,21540,30.42,1.01,81.11
University of Edinburgh,South East,2022-2023,Business and Management (Postgraduate),Postgraduate,Business and Management,2889,1525,1448,0.53,0.95,87.72,17.62,-5.34,26396,Finance,24119,17.54,0.92,67.05
University of Edinburgh,South East,2018-2019,Mechanical Engineering (Postgraduate),Postgraduate,Mechanical Engineering,4076,3088,2652,0.76,0.86,91.28,12.47,-3.75,24422,Healthcare,30932,33.08,0.83,79.93
University of Edinburgh,South East,2019-2020,Mechanical Engineering (Undergraduate),Undergraduate,Mechanical Engineering,1409,1003,682,0.71,0.68,86.86,12.45,0.69,43186,Legal,8129,28.3,1.09,62.79
University of Edinburgh,South East,2020-2021,Mechanical Engineering (Undergraduate),Undergraduate,Mechanical Engineering,2370,1370,1217,0.58,0.89,63.66,12.42,23.92,43041,Healthcare,35298,25.72,0.87,86.49
University of Edinburgh,South East,2021-2022,Mechanical Engineering (Undergraduate),Undergraduate,Mechanical Engineering,3592,3115,2647,0.87,0.85,74.71,18.88,6.41,31846,Science,19046,6.03,0.86,64.22
University of Edinburgh,South East,2022-2023,Mechanical Engineering (Postgraduate),Postgraduate,Mechanical Engineering,2787,2152,1513,0.77,0.7,64.13,12.66,23.21,35746,Education,39250,19.75,1.12,67.62
University of Edinburgh,South East,2018-2019,Psychology (Undergraduate),Undergraduate,Psychology,4345,2737,1711,0.63,0.63,60.51,6.15,33.34,30803,Engineering,32823,7.18,1.1,62.92
University of Edinburgh,South East,2019-2020,Psychology (Undergraduate),Undergraduate,Psychology,515,381,353,0.74,0.93,67.02,13.59,19.39,25515,Education,16706,7.7,1.14,91.79
University of Edinburgh,South East,2020-2021,Psychology (Undergraduate),Undergraduate,Psychology,1919,1042,822,0.54,0.79,93.23,11.47,-4.7,38421,Legal,12784,22.2,0.98,87.62
University of Edinburgh,South East,2021-2022,Psychology (Undergraduate),Undergraduate,Psychology,4873,3280,2296,0.67,0.7,70.1,18.45,11.45,37379,Education,32772,26.47,0.95,86.02
University of Edinburgh,South East,2022-2023,Psychology (Undergraduate),Undergraduate,Psychology,1648,1082,741,0.66,0.68,62.02,13.02,24.96,22302,IT,19081,23.01,1.19,93.08
University of Edinburgh,South East,2018-2019,Medicine (Undergraduate),Undergraduate,Medicine,1992,1693,1555,0.85,0.92,66.74,15.75,17.51,29759,Science,39329,36.68,0.84,72.38
University of Edinburgh,South East,2019-2020,Medicine (Undergraduate),Undergraduate,Medicine,2824,1822,1475,0.65,0.81,80.25,9.27,10.48,24472,IT,34360,39.79,1.29,67.71
University of Edinburgh,South East,2020-2021,Medicine (Undergraduate),Undergraduate,Medicine,3268,2203,1492,0.67,0.68,75.65,14.23,10.12,45730,Engineering,24261,15.03,1.01,84.5
University of Edinburgh,South East,2021-2022,Medicine (Undergraduate),Undergraduate,Medicine,4963,2998,2161,0.6,0.72,94.55,12.78,-7.33,46489,Education,15904,38.78,1.08,63.17
University of Edinburgh,South East,2022-2023,Medicine (Postgraduate),Postgraduate,Medicine,1044,916,593,0.88,0.65,83.27,6.08,10.65,25501,Engineering,21721,23.52,1.3,83.52
University of Edinburgh,South East,2018-2019,Law (Postgraduate),Postgraduate,Law,4220,3070,2233,0.73,0.73,84.6,8.87,6.53,47460,Engineering,21553,25.36,0.7,88.37
University of Edinburgh,South East,2019-2020,Law (Undergraduate),Undergraduate,Law,1475,754,500,0.51,0.66,90.45,8.68,0.87,38299,Arts,33093,12.21,0.83,86.32
University of Edinburgh,South East,2020-2021,Law (Postgraduate),Postgraduate,Law,2167,1671,1508,0.77,0.9,68.26,5.3,26.44,24491,IT,30241,18.79,1.05,70.23
University of Edinburgh,South East,2021-2022,Law (Undergraduate),Undergraduate,Law,1435,1195,744,0.83,0.62,90.17,6.83,3,35994,Legal,29472,18.36,1.04,81.9
University of Edinburgh,South East,2022-2023,Law (Postgraduate),Postgraduate,Law,2543,1885,1548,0.74,0.82,74.46,12.37,13.17,37904,Science,15401,35.17,1.1,86.83
University of Edinburgh,South East,2018-2019,Economics (Undergraduate),Undergraduate,Economics,3250,2410,1859,0.74,0.77,88.95,16.53,-5.48,26770,Healthcare,8095,19.07,0.88,64.96
University of Edinburgh,South East,2019-2020,Economics (Undergraduate),Undergraduate,Economics,2283,2011,1484,0.88,0.74,88.63,7.32,4.05,43533,Education,17572,21.39,1.18,90.49
University of Edinburgh,South East,2020-2021,Economics (Postgraduate),Postgraduate,Economics,4032,2017,1641,0.5,0.81,90.48,8.93,0.59,43620,Finance,33386,10.9,1.11,70.63
University of Edinburgh,South East,2021-2022,Economics (Postgraduate),Postgraduate,Economics,2844,2226,1539,0.78,0.69,74.09,9,16.91,37417,Engineering,33613,15.12,1.15,71.87
University of Edinburgh,South East,2022-2023,Economics (Postgraduate),Postgraduate,Economics,2648,2207,1388,0.83,0.63,76.87,16.61,6.52,30548,IT,22437,19.35,0.91,60.28
University of Edinburgh,South East,2018-2019,Biological Sciences (Undergraduate),Undergraduate,Biological Sciences,3455,1747,1067,0.51,0.61,94.94,11.32,-6.26,46488,Engineering,26398,15.1,1.28,73.69
University of Edinburgh,South East,2019-2020,Biological Sciences (Undergraduate),Undergraduate,Biological Sciences,4117,2506,2032,0.61,0.81,60.11,11.21,28.68,28244,IT,39070,34.74,0.82,73.86
University of Edinburgh,South East,2020-2021,Biological Sciences (Undergraduate),Undergraduate,Biological Sciences,1766,1286,1157,0.73,0.9,67.17,17.16,15.67,44166,Finance,31006,13.48,0.86,85.04
University of Edinburgh,South East,2021-2022,Biological Sciences (Postgraduate),Postgraduate,Biological Sciences,4353,3387,2542,0.78,0.75,76.27,15.93,7.8,45054,Engineering,18175,37.5,1.21,79.52
University of Edinburgh,South East,2022-2023,Biological Sciences (Undergraduate),Undergraduate,Biological Sciences,4308,3302,3112,0.77,0.94,92.34,9.89,-2.23,33028,Healthcare,35198,36.88,0.84,81.38
University of Edinburgh,South East,2018-2019,Education (Undergraduate),Undergraduate,Education,2599,2023,1434,0.78,0.71,63.34,6.8,29.86,45072,Arts,28935,18.54,1.11,75.28
University of Edinburgh,South East,2019-2020,Education (Postgraduate),Postgraduate,Education,1016,742,595,0.73,0.8,84.61,8.13,7.26,40839,Legal,14526,39.97,1.29,77.48
University of Edinburgh,South East,2020-2021,Education (Undergraduate),Undergraduate,Education,4090,3142,2626,0.77,0.84,90.28,15.93,-6.21,49978,IT,33482,16.95,0.92,91.08
University of Edinburgh,South East,2021-2022,Education (Postgraduate),Postgraduate,Education,1197,663,532,0.55,0.8,66.59,16.72,16.69,24542,IT,20254,36.12,1.02,89.64
University of Edinburgh,South East,2022-2023,Education (Postgraduate),Postgraduate,Education,1417,1117,860,0.79,0.77,76.32,18.31,5.37,29810,Engineering,29031,34.87,1.03,94.38
University of Edinburgh,South East,2018-2019,History (Postgraduate),Postgraduate,History,1600,1266,1194,0.79,0.94,90.52,16.05,-6.57,47589,Legal,10251,23.5,1.25,64.99
University of Edinburgh,South East,2019-2020,History (Undergraduate),Undergraduate,History,4199,2119,1712,0.5,0.81,78.07,7.04,14.89,30368,Legal,32338,32.81,0.96,61.39
University of Edinburgh,South East,2020-2021,History (Undergraduate),Undergraduate,History,4273,3595,3343,0.84,0.93,93.84,15.84,-9.68,42067,Engineering,27491,20.04,1.04,74.11
University of Edinburgh,South East,2021-2022,History (Postgraduate),Postgraduate,History,568,438,371,0.77,0.85,88.99,6.41,4.6,23133,Healthcare,35778,30.19,1.02,64.57
University of Edinburgh,South East,2022-2023,History (Postgraduate),Postgraduate,History,776,488,422,0.63,0.86,71.2,14.74,14.06,40338,Healthcare,30665,8.24,0.81,79.24
University of Edinburgh,South East,2018-2019,Physics (Undergraduate),Undergraduate,Physics,4552,3947,3674,0.87,0.93,87.19,9.38,3.43,26774,Finance,15566,8.87,1.29,82.7
University of Edinburgh,South East,2019-2020,Physics (Undergraduate),Undergraduate,Physics,4873,3942,2720,0.81,0.69,63.57,15.61,20.82,29303,Arts,31028,29.64,0.76,69.05
University of Edinburgh,South East,2020-2021,Physics (Undergraduate),Undergraduate,Physics,3081,2032,1822,0.66,0.9,94.5,19.43,-13.93,24577,Science,33945,29.34,1.21,83.08
University of Edinburgh,South East,2021-2022,Physics (Undergraduate),Undergraduate,Physics,4246,2535,1933,0.6,0.76,89.41,19.34,-8.75,27800,Legal,18016,7.82,1.2,87.27
